OBJECTID,trans_id,group_,UTMX,UTMY,Photo,Trans,lat,long_,id_group,id_group_X,id_group_Y,RASTERVALU
184,5,16,292117.571300000010524,9074837.625000000000000,300051268,5,-8.365131000000000,127.112187000000006,5_16,16.000000000000000,5.000000000000000,33.5421257
185,5,17,292143.253599999996368,9074834.428999999538064,300051282,5,-8.365161000000001,127.112420000000000,5_17,17.000000000000000,5.000000000000000,33.5421257
186,5,18,292182.038300000014715,9074832.623999999836087,300051301,5,-8.365178999999999,127.112772000000007,5_18,18.000000000000000,5.000000000000000,33.5421257
187,5,19,292214.319399999978486,9074831.673000000417233,300051317,5,-8.365189000000001,127.113065000000006,5_19,19.000000000000000,5.000000000000000,33.5421257
188,5,20,292254.467300000018440,9074821.245999999344349,300051338,5,-8.365285000000000,127.113428999999996,5_20,20.000000000000000,5.000000000000000,33.5421257
189,5,21,292293.274099999980535,9074814.794999999925494,300051357,5,-8.365345000000000,127.113781000000003,5_21,21.000000000000000,5.000000000000000,33.5421257
190,5,22,292338.358300000021700,9074808.706000000238419,300051380,5,-8.365402000000000,127.114189999999994,5_22,22.000000000000000,5.000000000000000,33.5421257
191,5,23,292364.099899999971967,9074816.130000000819564,300051394,5,-8.365335999999999,127.114424000000000,5_23,23.000000000000000,5.000000000000000,33.5421257
192,5,24,292394.226100000028964,9074805.103000000119209,300051410,5,-8.365437000000000,127.114697000000007,5_24,24.000000000000000,5.000000000000000,33.5421257
193,5,25,292416.702800000028219,9074804.214999999850988,300051421,5,-8.365446000000000,127.114901000000003,5_25,25.000000000000000,5.000000000000000,33.5421257
194,5,26,292451.659900000027847,9074796.528000000864267,300051439,5,-8.365517000000001,127.115217999999999,5_26,26.000000000000000,5.000000000000000,33.5421257
195,5,27,292481.540299999993294,9074790.809000000357628,300051454,5,-8.365570000000000,127.115488999999997,5_27,27.000000000000000,5.000000000000000,33.5421257
196,5,28,292517.776399999973364,9074769.081000000238419,300051475,5,-8.365767999999999,127.115817000000007,5_28,28.000000000000000,5.000000000000000,33.5421257
197,5,29,292544.737100000027567,9074751.953999999910593,300051491,5,-8.365924000000000,127.116061000000002,5_29,29.000000000000000,5.000000000000000,33.5421257
198,5,30,292563.313699999998789,9074737.331000000238419,300051503,5,-8.366057000000000,127.116229000000004,5_30,30.000000000000000,5.000000000000000,33.5421257
199,5,31,292593.223699999973178,9074725.417999999597669,300051519,5,-8.366166000000000,127.116500000000002,5_31,31.000000000000000,5.000000000000000,33.5421257
200,5,32,292644.671299999987241,9074724.667999999597669,300051545,5,-8.366175000000000,127.116967000000002,5_32,32.000000000000000,5.000000000000000,33.5421257
201,5,33,292685.175300000002608,9074731.831000000238419,300051566,5,-8.366111999999999,127.117334999999997,5_33,33.000000000000000,5.000000000000000,33.5421257
202,5,34,292725.324599999992643,9074744.080000000074506,300051588,5,-8.366002999999999,127.117699999999999,5_34,34.000000000000000,5.000000000000000,33.5421257
203,6,1,298447.711300000024494,9077576.361999999731779,300061611,6,-8.340641000000000,127.169766999999993,6_1,1.000000000000000,6.000000000000000,12.0417728
204,6,2,298494.809000000008382,9077587.529999999329448,300061638,6,-8.340541999999999,127.170195000000007,6_2,2.000000000000000,6.000000000000000,12.0417728
205,6,3,298535.517999999981839,9077598.559000000357628,300061665,6,-8.340444000000000,127.170564999999996,6_3,3.000000000000000,6.000000000000000,12.0417728
206,6,4,298565.734600000025239,9077615.401000000536442,300061686,6,-8.340293000000001,127.170839999999998,6_4,4.000000000000000,6.000000000000000,12.0417728
207,6,5,298605.555600000021514,9077627.862999999895692,300061713,6,-8.340182000000000,127.171201999999994,6_5,5.000000000000000,6.000000000000000,12.0417728
208,6,6,298652.403899999975692,9077645.335000000894070,300061743,6,-8.340026000000000,127.171627999999998,6_6,6.000000000000000,6.000000000000000,12.0417728
209,6,7,298690.314399999973830,9077665.973999999463558,300061766,6,-8.339841000000000,127.171972999999994,6_7,7.000000000000000,6.000000000000000,12.0417728
210,6,8,298712.493499999982305,9077681.893999999389052,300061780,6,-8.339698000000000,127.172174999999996,6_8,8.000000000000000,6.000000000000000,12.0417728
211,6,9,298750.403999999980442,9077702.531999999657273,300061806,6,-8.339513000000000,127.172520000000006,6_9,9.000000000000000,6.000000000000000,12.0417728
212,6,10,298773.773999999975786,9077722.992000000551343,300061823,6,-8.339328999999999,127.172732999999994,6_10,10.000000000000000,6.000000000000000,12.0417728
213,6,11,298806.753099999972619,9077761.857999999076128,300061856,6,-8.338979000000000,127.173034000000001,6_11,11.000000000000000,6.000000000000000,12.0417728
214,6,12,298832.421600000001490,9077785.537000000476837,300061874,6,-8.338766000000000,127.173267999999993,6_12,12.000000000000000,6.000000000000000,12.0417728
215,6,13,298848.754200000024866,9077803.199999999254942,300061890,6,-8.338607000000000,127.173417000000001,6_13,13.000000000000000,6.000000000000000,12.0417728
216,6,14,298874.086599999980535,9077828.093000000342727,300061911,6,-8.338383000000000,127.173648000000000,6_14,14.000000000000000,6.000000000000000,12.0417728
217,6,15,298896.880799999984447,9077853.971000000834465,300061927,6,-8.338150000000001,127.173856000000001,6_15,15.000000000000000,6.000000000000000,12.0417728
218,6,16,298918.504200000024866,9077870.994000000879169,300061937,6,-8.337997000000000,127.174053000000001,6_16,16.000000000000000,6.000000000000000,12.0417728
219,6,17,298949.980199999990873,9077901.447000000625849,300061960,6,-8.337723000000000,127.174340000000001,6_17,17.000000000000000,6.000000000000000,0.0000000
220,6,18,298982.134499999985565,9077928.142000000923872,300061981,6,-8.337483000000001,127.174633000000000,6_18,18.000000000000000,6.000000000000000,0.0000000
221,6,19,299003.639599999994971,9077946.934000000357628,300061994,6,-8.337313999999999,127.174829000000003,6_19,19.000000000000000,6.000000000000000,0.0000000
222,6,20,299026.233599999977741,9077968.496999999508262,300062011,6,-8.337120000000001,127.175034999999994,6_20,20.000000000000000,6.000000000000000,0.0000000
223,6,21,299045.861900000018068,9077988.164999999105930,300062023,6,-8.336943000000000,127.175213999999997,6_21,21.000000000000000,6.000000000000000,0.0000000
224,6,22,299075.339800000016112,9078021.926999999210238,300062040,6,-8.336639000000000,127.175483000000000,6_22,22.000000000000000,6.000000000000000,0.0000000
225,6,23,299102.344400000001770,9078042.625000000000000,300062055,6,-8.336453000000001,127.175729000000004,6_23,23.000000000000000,6.000000000000000,0.0000000
226,6,24,299126.570400000025984,9078068.619999999180436,300062069,6,-8.336219000000000,127.175950000000000,6_24,24.000000000000000,6.000000000000000,0.0000000
227,6,25,299144.217400000023190,9078087.947000000625849,300062083,6,-8.336045000000000,127.176111000000006,6_25,25.000000000000000,6.000000000000000,0.0000000
228,6,26,299180.783100000000559,9078113.666999999433756,300062106,6,-8.335813999999999,127.176444000000004,6_26,26.000000000000000,6.000000000000000,0.0000000
229,7,1,315301.811300000001211,9070066.733999999240041,300070050,7,-8.409216000000001,127.322475999999995,7_1,1.000000000000000,7.000000000000000,3.5274820
230,7,2,315267.422199999971781,9070073.111999999731779,300070078,7,-8.409157000000000,127.322164000000001,7_2,2.000000000000000,7.000000000000000,3.5274820
231,7,3,315233.268999999971129,9070075.842000000178814,300070103,7,-8.409131000000000,127.321854000000002,7_3,3.000000000000000,7.000000000000000,3.5274820
232,7,4,315202.579700000002049,9070092.631999999284744,300070132,7,-8.408977999999999,127.321575999999993,7_4,4.000000000000000,7.000000000000000,3.5274820
233,7,5,315170.985999999975320,9070089.178999999538064,300070153,7,-8.409008000000000,127.321288999999993,7_5,5.000000000000000,7.000000000000000,3.5274820
234,7,6,315145.530299999983981,9070092.608999999240041,300070168,7,-8.408975999999999,127.321057999999994,7_6,6.000000000000000,7.000000000000000,3.5274820
235,7,7,315108.774800000013784,9070111.474999999627471,300070197,7,-8.408804000000000,127.320724999999996,7_7,7.000000000000000,7.000000000000000,3.5274820
236,7,8,315059.518199999991339,9070117.677999999374151,300070223,7,-8.408746000000001,127.320278000000002,7_8,8.000000000000000,7.000000000000000,3.5274820
237,7,9,315032.376300000003539,9070129.064999999478459,300070240,7,-8.408642000000000,127.320031999999998,7_9,9.000000000000000,7.000000000000000,3.5274820
238,7,10,315001.333199999993667,9070125.612999999895692,300070258,7,-8.408671999999999,127.319749999999999,7_10,10.000000000000000,7.000000000000000,3.5274820
239,7,11,314962.310799999977462,9070133.741000000387430,300070281,7,-8.408597000000000,127.319395999999998,7_11,11.000000000000000,7.000000000000000,3.5274820
240,7,12,314938.601499999989755,9070140.827999999746680,300070295,7,-8.408531999999999,127.319181000000000,7_12,12.000000000000000,7.000000000000000,3.5274820
241,7,13,314892.046800000010990,9070133.328999999910593,300070317,7,-8.408598000000000,127.318758000000003,7_13,13.000000000000000,7.000000000000000,3.5274820
242,7,14,314860.589800000016112,9070123.682000000029802,300070337,7,-8.408683999999999,127.318472000000000,7_14,14.000000000000000,7.000000000000000,3.5274820
243,7,15,314825.521200000017416,9070108.710999999195337,300070354,7,-8.408818000000000,127.318152999999995,7_15,15.000000000000000,7.000000000000000,3.5274820
244,7,16,314787.610099999990780,9070088.860999999567866,300070374,7,-8.408996000000000,127.317807999999999,7_16,16.000000000000000,7.000000000000000,3.5274820
245,7,17,314759.014699999999721,9070079.668999999761581,300070387,7,-8.409077999999999,127.317548000000002,7_17,17.000000000000000,7.000000000000000,3.5274820
246,7,18,314727.955499999981839,9070079.978000000119209,300070401,7,-8.409074000000000,127.317266000000004,7_18,18.000000000000000,7.000000000000000,3.5274820
247,7,19,314688.576999999990221,9070068.416999999433756,300070421,7,-8.409177000000000,127.316907999999998,7_19,19.000000000000000,7.000000000000000,4.2671127
248,7,20,314649.214299999992363,9070053.206000000238419,300070442,7,-8.409312999999999,127.316550000000007,7_20,20.000000000000000,7.000000000000000,4.2671127
249,7,21,314618.053100000019185,9070051.633999999612570,300070457,7,-8.409326000000000,127.316266999999996,7_21,21.000000000000000,7.000000000000000,4.2671127
250,7,22,314581.617800000007264,9070047.164000000804663,300070475,7,-8.409364999999999,127.315935999999994,7_22,22.000000000000000,7.000000000000000,4.2671127
251,7,23,314556.383700000005774,9070050.263000000268221,300070486,7,-8.409336000000000,127.315707000000003,7_23,23.000000000000000,7.000000000000000,4.2671127
252,7,24,314518.585499999986496,9070055.408999999985099,300070503,7,-8.409288000000000,127.315364000000002,7_24,24.000000000000000,7.000000000000000,4.2671127
253,7,25,314491.621099999989383,9070051.089999999850988,300070517,7,-8.409326000000000,127.315118999999996,7_25,25.000000000000000,7.000000000000000,4.2671127
254,7,26,314447.155299999983981,9070044.483999999240041,300070536,7,-8.409383999999999,127.314715000000007,7_26,26.000000000000000,7.000000000000000,4.2671127
255,7,27,314420.233300000021700,9070030.322000000625849,300070548,7,-8.409511000000000,127.314470000000000,7_27,27.000000000000000,7.000000000000000,4.2671127
256,7,28,314385.097999999998137,9070005.285000000149012,300070567,7,-8.409736000000001,127.314149999999998,7_28,28.000000000000000,7.000000000000000,4.2671127
257,7,29,314358.684699999983422,9069975.309000000357628,300070587,7,-8.410005999999999,127.313908999999995,7_29,29.000000000000000,7.000000000000000,4.2671127
258,7,30,314343.830100000021048,9069946.598999999463558,300070603,7,-8.410265000000001,127.313772999999998,7_30,30.000000000000000,7.000000000000000,4.2671127
259,7,31,314325.810200000007171,9069911.239000000059605,300070624,7,-8.410584000000000,127.313608000000002,7_31,31.000000000000000,7.000000000000000,4.2671127
260,7,32,314309.538200000009965,9069879.205000000074506,300070643,7,-8.410873000000000,127.313458999999995,7_32,32.000000000000000,7.000000000000000,4.2671127
261,7,33,314288.154800000018440,9069832.107000000774860,300070670,7,-8.411298000000000,127.313263000000006,7_33,33.000000000000000,7.000000000000000,4.2671127
262,7,34,314268.995999999984633,9069805.480000000447035,300070686,7,-8.411538000000000,127.313087999999993,7_34,34.000000000000000,7.000000000000000,4.2671127
263,7,35,314258.726599999994505,9069786.190999999642372,300070696,7,-8.411712000000000,127.312994000000003,7_35,35.000000000000000,7.000000000000000,4.2671127
264,7,36,314242.446100000001024,9069756.148000000044703,300070712,7,-8.411982999999999,127.312844999999996,7_36,36.000000000000000,7.000000000000000,4.2671127
265,7,37,314230.212799999979325,9069732.537000000476837,300070725,7,-8.412196000000000,127.312732999999994,7_37,37.000000000000000,7.000000000000000,4.2671127
266,7,38,314213.149600000004284,9069705.255000000819564,300070742,7,-8.412442000000000,127.312577000000005,7_38,38.000000000000000,7.000000000000000,4.2671127
267,7,39,314198.905900000012480,9069688.161000000312924,300070752,7,-8.412596000000001,127.312447000000006,7_39,39.000000000000000,7.000000000000000,4.2671127
268,7,40,314175.157999999995809,9069653.108999999240041,300070771,7,-8.412912000000000,127.312230000000000,7_40,40.000000000000000,7.000000000000000,4.2671127
269,7,41,314154.625899999984540,9069612.982000000774860,300070790,7,-8.413273999999999,127.312042000000005,7_41,41.000000000000000,7.000000000000000,4.2671127
270,7,42,314134.587699999974575,9069586.018999999389052,300070804,7,-8.413517000000001,127.311858999999998,7_42,42.000000000000000,7.000000000000000,4.2671127
271,7,43,314129.181800000020303,9069562.658999999985099,300070815,7,-8.413728000000001,127.311808999999997,7_43,43.000000000000000,7.000000000000000,4.2671127
272,7,44,314107.706699999980628,9069536.906999999657273,300070829,7,-8.413959999999999,127.311612999999994,7_44,44.000000000000000,7.000000000000000,4.2671127
273,7,45,314091.068399999989197,9069513.277000000700355,300070840,7,-8.414173000000000,127.311460999999994,7_45,45.000000000000000,7.000000000000000,4.2671127
274,7,46,314075.127600000007078,9069481.132999999448657,300070854,7,-8.414463000000000,127.311314999999993,7_46,46.000000000000000,7.000000000000000,4.2671127
275,7,47,314059.901499999978114,9069462.043999999761581,300070864,7,-8.414635000000001,127.311176000000003,7_47,47.000000000000000,7.000000000000000,0.0000000
276,7,48,314022.932399999990594,9069428.260999999940395,300070881,7,-8.414939000000000,127.310839000000001,7_48,48.000000000000000,7.000000000000000,0.0000000
277,7,49,313998.649800000013784,9069415.106000000610948,300070890,7,-8.415056999999999,127.310618000000005,7_49,49.000000000000000,7.000000000000000,0.0000000
278,7,50,313971.211499999975786,9069393.087999999523163,300070904,7,-8.415255000000000,127.310367999999997,7_50,50.000000000000000,7.000000000000000,0.0000000
279,7,51,313935.854899999976624,9069368.492000000551343,300070921,7,-8.415476000000000,127.310046000000000,7_51,51.000000000000000,7.000000000000000,0.0000000
280,7,52,313900.234600000025239,9069353.960000000894070,300070938,7,-8.415606000000000,127.309721999999994,7_52,52.000000000000000,7.000000000000000,0.0000000
281,7,53,313873.643600000010338,9069339.799000000581145,300070952,7,-8.415732999999999,127.309479999999994,7_53,53.000000000000000,7.000000000000000,0.0000000
282,8,1,314741.344099999987520,9066151.566999999806285,300080979,8,-8.444592999999999,127.317233999999999,8_1,1.000000000000000,8.000000000000000,0.0000000
283,8,2,314716.171399999991991,9066166.500000000000000,300081027,8,-8.444457000000000,127.317006000000006,8_2,2.000000000000000,8.000000000000000,0.0000000
284,8,3,314693.461200000019744,9066197.702999999746680,300081053,8,-8.444174000000000,127.316800999999998,8_3,3.000000000000000,8.000000000000000,0.0000000
285,8,4,314674.880999999993946,9066216.093000000342727,300081069,8,-8.444006999999999,127.316632999999996,8_4,4.000000000000000,8.000000000000000,0.0000000
286,8,5,314659.475600000005215,9066238.810000000521541,300081085,8,-8.443801000000001,127.316494000000006,8_5,5.000000000000000,8.000000000000000,0.0000000
287,8,6,314633.151899999997113,9066265.241000000387430,300081105,8,-8.443561000000001,127.316255999999996,8_6,6.000000000000000,8.000000000000000,0.0000000
288,8,7,314610.453600000008009,9066293.678999999538064,300081126,8,-8.443303000000000,127.316051000000002,8_7,7.000000000000000,8.000000000000000,0.0000000
289,8,8,314586.121999999973923,9066317.794999999925494,300081145,8,-8.443084000000001,127.315831000000003,8_8,8.000000000000000,8.000000000000000,6.0032678
290,8,9,314559.700499999977183,9066341.349999999627471,300081165,8,-8.442869999999999,127.315591999999995,8_9,9.000000000000000,8.000000000000000,6.0032678
291,8,10,314535.502800000016578,9066359.937000000849366,300081181,8,-8.442701000000000,127.315372999999994,8_10,10.000000000000000,8.000000000000000,6.0032678
292,8,11,314510.668400000024121,9066372.992000000551343,300081197,8,-8.442582000000000,127.315147999999994,8_11,11.000000000000000,8.000000000000000,6.0032678
293,8,12,314472.454000000027008,9066398.708000000566244,300081223,8,-8.442348000000001,127.314802000000000,8_12,12.000000000000000,8.000000000000000,6.0032678
294,8,13,314441.544999999983702,9066415.827999999746680,300081243,8,-8.442192000000000,127.314521999999997,8_13,13.000000000000000,8.000000000000000,6.0032678
295,8,14,314405.220900000014808,9066437.348999999463558,300081267,8,-8.441996000000000,127.314193000000003,8_14,14.000000000000000,8.000000000000000,6.0032678
296,8,15,314381.357799999997951,9066454.941999999806285,300081284,8,-8.441836000000000,127.313976999999994,8_15,15.000000000000000,8.000000000000000,6.0032678
297,8,16,314349.761699999973644,9066478.142999999225140,300081306,8,-8.441625000000000,127.313691000000006,8_16,16.000000000000000,8.000000000000000,6.0032678
298,8,17,314330.751199999998789,9066494.097999999299645,300081320,8,-8.441480000000000,127.313518999999999,8_17,17.000000000000000,8.000000000000000,6.0032678
299,8,18,314300.356299999984913,9066519.626000000163913,300081342,8,-8.441248000000000,127.313243999999997,8_18,18.000000000000000,8.000000000000000,0.0000000
300,8,19,314273.122499999997672,9066552.688999999314547,300081367,8,-8.440948000000001,127.312997999999993,8_19,19.000000000000000,8.000000000000000,0.0000000
301,8,20,314240.651000000012573,9066574.559000000357628,300081387,8,-8.440749000000000,127.312703999999997,8_20,20.000000000000000,8.000000000000000,0.0000000
302,8,21,314194.864100000006147,9066594.158999999985099,300081414,8,-8.440569999999999,127.312289000000007,8_21,21.000000000000000,8.000000000000000,0.0000000
303,8,22,314159.534600000013597,9066614.799000000581145,300081436,8,-8.440382000000000,127.311969000000005,8_22,22.000000000000000,8.000000000000000,0.0000000
304,8,23,314121.073199999984354,9066646.596999999135733,300081462,8,-8.440092999999999,127.311621000000002,8_23,23.000000000000000,8.000000000000000,0.0000000
305,8,24,314090.929000000003725,9066665.047000000253320,300081480,8,-8.439925000000001,127.311347999999995,8_24,24.000000000000000,8.000000000000000,0.0000000
306,8,25,314054.886500000022352,9066697.740000000223517,300081503,8,-8.439628000000001,127.311021999999994,8_25,25.000000000000000,8.000000000000000,0.0000000
307,8,26,314024.188199999975041,9066716.962999999523163,300081520,8,-8.439453000000000,127.310744000000000,8_26,26.000000000000000,8.000000000000000,0.0000000
308,8,27,313986.636899999983143,9066742.017999999225140,300081542,8,-8.439225000000000,127.310404000000005,8_27,27.000000000000000,8.000000000000000,0.0000000
309,8,28,313957.712500000023283,9066758.482999999076128,300081557,8,-8.439075000000001,127.310141999999999,8_28,28.000000000000000,8.000000000000000,0.0000000
310,8,29,313928.007199999992736,9066777.267000000923872,300081571,8,-8.438904000000001,127.309872999999996,8_29,29.000000000000000,8.000000000000000,0.0000000
311,8,30,313893.216499999980442,9066800.563999999314547,300081589,8,-8.438692000000000,127.309557999999996,8_30,30.000000000000000,8.000000000000000,0.0000000
312,8,31,313862.178100000019185,9066821.996999999508262,300081605,8,-8.438497000000000,127.309276999999994,8_31,31.000000000000000,8.000000000000000,0.0000000
313,8,32,313824.201899999985471,9066843.400000000372529,300081623,8,-8.438302000000000,127.308932999999996,8_32,32.000000000000000,8.000000000000000,0.0000000
314,8,33,313800.210000000020955,9066865.196000000461936,300081638,8,-8.438103999999999,127.308716000000004,8_33,33.000000000000000,8.000000000000000,0.0000000
315,8,34,313773.376899999973830,9066881.891000000759959,300081651,8,-8.437951999999999,127.308473000000006,8_34,34.000000000000000,8.000000000000000,0.0000000
316,8,35,313741.745600000023842,9066913.053999999538064,300081670,8,-8.437669000000000,127.308187000000004,8_35,35.000000000000000,8.000000000000000,0.0000000
317,8,36,313729.430700000026263,9066934.015000000596046,300081681,8,-8.437479000000000,127.308076000000000,8_36,36.000000000000000,8.000000000000000,0.0000000
318,8,37,313709.299699999974109,9066954.278999999165535,300081692,8,-8.437295000000001,127.307894000000005,8_37,37.000000000000000,8.000000000000000,0.0000000
319,8,38,313687.478100000007544,9066983.494000000879169,300081709,8,-8.437030000000000,127.307697000000005,8_38,38.000000000000000,8.000000000000000,0.0000000
320,8,39,313669.462400000018533,9067023.896999999880791,300081726,8,-8.436664000000000,127.307535000000001,8_39,39.000000000000000,8.000000000000000,0.0000000
321,8,40,313653.765000000013970,9067062.982000000774860,300081744,8,-8.436310000000001,127.307394000000002,8_40,40.000000000000000,8.000000000000000,0.0000000
322,8,41,313645.813299999979790,9067093.584000000730157,300081758,8,-8.436033000000000,127.307322999999997,8_41,41.000000000000000,8.000000000000000,0.0000000
323,8,42,313642.074100000027101,9067117.789999999105930,300081768,8,-8.435814000000001,127.307289999999995,8_42,42.000000000000000,8.000000000000000,0.0000000
324,8,43,313638.560400000016671,9067166.219000000506639,300081787,8,-8.435376000000000,127.307259999999999,8_43,43.000000000000000,8.000000000000000,0.0000000
325,8,44,313638.983499999972992,9067195.641000000759959,300081799,8,-8.435110000000000,127.307265000000001,8_44,44.000000000000000,8.000000000000000,0.0000000
326,8,45,313638.946400000015274,9067229.595000000670552,300081813,8,-8.434803000000000,127.307265999999998,8_45,45.000000000000000,8.000000000000000,0.0000000
327,8,46,313637.703700000012759,9067262.218000000342727,300081826,8,-8.434507999999999,127.307255999999995,8_46,46.000000000000000,8.000000000000000,0.0000000
328,8,47,313637.930500000016764,9067286.108999999240041,300081835,8,-8.434291999999999,127.307259000000002,8_47,47.000000000000000,8.000000000000000,0.0000000
329,8,48,313640.959299999987707,9067324.168999999761581,300081850,8,-8.433947999999999,127.307288000000000,8_48,48.000000000000000,8.000000000000000,0.0000000
330,8,49,313638.721599999989849,9067357.672000000253320,300081864,8,-8.433645000000000,127.307269000000005,8_49,49.000000000000000,8.000000000000000,0.0000000
331,8,50,313637.621199999994133,9067382.884999999776483,300081874,8,-8.433417000000000,127.307259999999999,8_50,50.000000000000000,8.000000000000000,0.0000000
332,8,51,313637.367700000002515,9067415.953999999910593,300081887,8,-8.433118000000000,127.307259000000002,8_51,51.000000000000000,8.000000000000000,0.0000000
333,8,52,313642.005300000018906,9067463.974999999627471,300081907,8,-8.432684000000000,127.307303000000005,8_52,52.000000000000000,8.000000000000000,0.0000000
334,8,53,313650.569599999987986,9067495.312999999150634,300081921,8,-8.432401000000000,127.307382000000004,8_53,53.000000000000000,8.000000000000000,0.0000000
335,8,54,313654.420500000007451,9067546.981000000610948,300081942,8,-8.431934000000000,127.307418999999996,8_54,54.000000000000000,8.000000000000000,0.0000000
336,8,55,313665.363000000012107,9067588.615000000223517,300081962,8,-8.431558000000001,127.307519999999997,8_55,55.000000000000000,8.000000000000000,0.0000000
337,8,56,313672.029399999999441,9067625.916999999433756,300081979,8,-8.431221000000001,127.307581999999996,8_56,56.000000000000000,8.000000000000000,0.0000000
338,9,1,313644.506400000012945,9068844.637000000104308,300092228,9,-8.420201000000000,127.307379999999995,9_1,1.000000000000000,9.000000000000000,5.3117437
339,9,2,313646.200399999972433,9068809.471999999135733,300092252,9,-8.420519000000001,127.307394000000002,9_2,2.000000000000000,9.000000000000000,5.3117437
340,9,3,313642.227599999983795,9068785.896999999880791,300092265,9,-8.420731999999999,127.307356999999996,9_3,3.000000000000000,9.000000000000000,5.3117437
341,9,4,313637.082099999999627,9068753.357999999076128,300092284,9,-8.421025999999999,127.307309000000004,9_4,4.000000000000000,9.000000000000000,5.3117437
342,9,5,313635.198399999993853,9068730.564999999478459,300092297,9,-8.421232000000000,127.307291000000006,9_5,5.000000000000000,9.000000000000000,5.3117437
343,9,6,313632.606900000013411,9068693.171000000089407,300092318,9,-8.421569999999999,127.307265999999998,9_6,6.000000000000000,9.000000000000000,5.3117437
344,9,7,313625.997700000007171,9068642.596999999135733,300092345,9,-8.422027000000000,127.307203999999999,9_7,7.000000000000000,9.000000000000000,5.3117437
345,9,8,313623.367000000027474,9068614.270999999716878,300092360,9,-8.422283000000000,127.307179000000005,9_8,8.000000000000000,9.000000000000000,5.3117437
346,9,9,313621.580000000016298,9068569.137000000104308,300092384,9,-8.422691000000000,127.307160999999994,9_9,9.000000000000000,9.000000000000000,5.3117437
347,9,10,313621.375100000004750,9068540.158999999985099,300092398,9,-8.422953000000000,127.307158000000001,9_10,10.000000000000000,9.000000000000000,5.3117437
348,9,11,313618.553399999975227,9068505.085999999195337,300092416,9,-8.423270000000000,127.307130999999998,9_11,11.000000000000000,9.000000000000000,5.3117437
349,9,12,313614.689300000027288,9068456.403999999165535,300092440,9,-8.423710000000000,127.307094000000006,9_12,12.000000000000000,9.000000000000000,6.1941428
350,9,13,313617.373599999991711,9068421.464999999850988,300092459,9,-8.424026000000000,127.307117000000005,9_13,13.000000000000000,9.000000000000000,6.1941428
351,9,14,313614.077400000009220,9068394.242000000551343,300092473,9,-8.424272000000000,127.307085999999998,9_14,14.000000000000000,9.000000000000000,6.1941428
352,9,15,313611.154199999989942,9068357.177999999374151,300092490,9,-8.424607000000000,127.307057999999998,9_15,15.000000000000000,9.000000000000000,6.1941428
353,9,16,313613.569000000017695,9068308.191999999806285,300092516,9,-8.425050000000001,127.307078000000004,9_16,16.000000000000000,9.000000000000000,6.1941428
354,9,17,313613.757700000016484,9068264.615000000223517,300092539,9,-8.425444000000001,127.307078000000004,9_17,17.000000000000000,9.000000000000000,6.1941428
355,9,18,313621.815799999982119,9068234.898000000044703,300092555,9,-8.425713000000000,127.307149999999993,9_18,18.000000000000000,9.000000000000000,6.1941428
356,9,19,313628.310500000021420,9068210.151000000536442,300092569,9,-8.425936999999999,127.307208000000003,9_19,19.000000000000000,9.000000000000000,6.1941428
357,9,20,313641.024600000004284,9068173.375000000000000,300092590,9,-8.426270000000001,127.307321999999999,9_20,20.000000000000000,9.000000000000000,6.1941428
358,9,21,313650.519499999994878,9068142.448000000789762,300092606,9,-8.426550000000001,127.307406999999998,9_21,21.000000000000000,9.000000000000000,0.0000000
359,9,22,313653.331699999980628,9068103.416999999433756,300092625,9,-8.426902999999999,127.307430999999994,9_22,22.000000000000000,9.000000000000000,0.0000000
360,9,23,313651.327400000009220,9068057.619000000879169,300092649,9,-8.427317000000000,127.307411000000002,9_23,23.000000000000000,9.000000000000000,0.0000000
361,9,24,313639.661199999973178,9068005.032999999821186,300092675,9,-8.427792000000000,127.307303000000005,9_24,24.000000000000000,9.000000000000000,6.1941428
362,9,25,313634.780199999979232,9067962.319000000134110,300092697,9,-8.428178000000001,127.307257000000007,9_25,25.000000000000000,9.000000000000000,6.1941428
363,9,26,313638.674999999988358,9067927.607000000774860,300092714,9,-8.428492000000000,127.307291000000006,9_26,26.000000000000000,9.000000000000000,6.1941428
364,9,27,313648.125400000018999,9067906.964999999850988,300092726,9,-8.428679000000001,127.307376000000005,9_27,27.000000000000000,9.000000000000000,0.0000000
365,9,28,313659.391899999987800,9067873.833000000566244,300092748,9,-8.428979000000000,127.307477000000006,9_28,28.000000000000000,9.000000000000000,0.0000000
366,9,29,313665.906299999973271,9067844.551999999210238,300092764,9,-8.429244000000001,127.307535000000001,9_29,29.000000000000000,9.000000000000000,0.0000000
367,9,30,313674.435400000016671,9067807.757999999448657,300092784,9,-8.429577000000000,127.307610999999994,9_30,30.000000000000000,9.000000000000000,0.0000000
368,9,31,313679.009199999971315,9067768.846000000834465,300092804,9,-8.429929000000000,127.307651000000007,9_31,31.000000000000000,9.000000000000000,0.0000000
369,9,32,313680.821100000001024,9067731.912000000476837,300092823,9,-8.430263000000000,127.307665999999998,9_32,32.000000000000000,9.000000000000000,0.0000000
370,9,33,313685.651399999973364,9067684.595000000670552,300092846,9,-8.430690999999999,127.307708000000005,9_33,33.000000000000000,9.000000000000000,0.0000000
371,9,34,313682.273999999975786,9067650.735999999567866,300092863,9,-8.430997000000000,127.307676000000001,9_34,34.000000000000000,9.000000000000000,0.0000000
